,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
5338,358,9,369.0,0,358.0,358.0,-0.17,0,5.0,5.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,20.0,10.0,25.0,25.0,10.0,10.0,17.0,18.0,28.0,27.0,5.0,5.0,0,0,0,0,0,0
6897,467,7,487.0,0,467.0,467.0,0.24,0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,10.0,10.0,8.0,8.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,25.0,26.0,15.0,10.0,9.0,15.0,0,0,0,0,1,0
4243,284,2,253.0,1,284.0,284.0,0.75,0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,2.0,5.0,7.0,3.0,7.0,6.0,25.0,20.0,25.0,20.0,10.0,0.0,25.0,30.0,10.0,10.0,5.0,20.0,0,0,0,0,0,0
4393,291,5,256.0,1,291.0,291.0,-0.3,1,3.0,6.0,6.0,9.0,7.0,9.0,9.0,5.0,8.0,8.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,18.0,15.0,25.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
1761,123,6,117.0,1,123.0,123.0,0.05,0,5.0,5.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,5.0,6.0,50.0,10.0,20.0,5.0,5.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,1,0,0,0,0,0
4667,309,6,299.0,1,309.0,309.0,0.76,0,3.0,7.0,7.0,8.0,9.0,9.0,7.0,7.0,10.0,9.0,9.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,0,1,0,0,0,0
6595,435,2,441.0,0,435.0,435.0,0.01,0,7.0,5.0,7.0,9.0,9.0,9.0,9.0,8.0,10.0,7.0,10.0,9.0,10.0,25.0,5.0,20.0,25.0,15.0,10.0,35.0,10.0,25.0,20.0,5.0,5.0,0,0,0,0,0,0
4152,279,16,267.0,1,279.0,279.0,-0.29,0,4.0,7.0,8.0,9.0,6.0,10.0,7.0,6.0,7.0,8.0,4.0,5.0,4.0,27.0,15.0,28.0,10.0,10.0,10.0,20.0,30.0,10.0,15.0,10.0,15.0,0,1,0,0,0,0
2225,162,10,151.0,1,162.0,162.0,0.45,0,6.0,4.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,9.0,15.22,15.22,19.57,17.39,13.04,19.57,14.55,16.36,18.18,18.18,16.36,16.36,1,0,0,0,0,0
7228,489,8,473.0,1,489.0,489.0,0.07,0,2.0,6.0,6.0,8.0,8.0,9.0,10.0,5.0,5.0,6.0,5.0,5.0,6.0,20.0,10.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,15.0,15.0,0,1,0,0,0,0
2352,170,9,150.0,1,170.0,170.0,0.15,0,5.0,6.0,7.0,8.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,16.28,20.93,18.6,18.6,13.95,11.63,12.0,20.0,20.0,20.0,14.0,14.0,0,0,0,0,0,0
1632,110,13,88.0,1,110.0,110.0,0.52,1,6.0,6.0,7.0,9.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,15.0,15.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
5933,388,19,415.0,0,388.0,388.0,0.27,1,4.0,4.0,8.0,8.0,7.0,8.0,8.0,3.0,1.0,3.0,4.0,2.0,1.0,22.0,17.0,15.0,15.0,15.0,16.0,10.0,20.0,40.0,10.0,10.0,10.0,1,0,0,0,0,0
5638,373,15,355.0,1,373.0,373.0,0.44,0,5.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,75.0,5.0,5.0,10.0,0.0,5.0,50.0,20.0,10.0,5.0,10.0,5.0,1,0,0,0,0,0
6408,414,17,395.0,1,414.0,414.0,-0.61,1,1.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,95.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,0,0,0,0,1,0
6449,418,6,427.0,0,418.0,418.0,0.12,0,7.0,5.0,7.0,9.0,7.0,8.0,5.0,4.0,7.0,6.0,4.0,5.0,4.0,15.0,25.0,20.0,15.0,10.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,1,0
4536,300,1,308.0,0,300.0,300.0,0.24,0,6.0,9.0,8.0,9.0,9.0,9.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,15.0,20.0,25.0,15.0,15.0,10.0,17.0,19.0,18.0,17.0,11.0,18.0,1,0,0,0,0,0
5851,384,13,409.0,0,384.0,384.0,0.06,1,5.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,10.0,10.0,6.0,8.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,15.0,20.0,20.0,10.0,15.0,1,0,0,0,0,0
3502,244,5,238.0,1,244.0,244.0,0.18,1,5.0,5.0,7.0,10.0,7.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,15.0,20.0,20.0,15.0,15.0,15.0,1,0,0,0,0,0
7694,521,21,551.0,0,521.0,521.0,-0.02,0,3.0,6.0,7.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,10.0,30.0,20.0,15.0,15.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0
7555,515,14,544.0,0,515.0,515.0,-0.64,0,6.0,6.0,8.0,10.0,8.0,10.0,8.0,5.0,5.0,7.0,8.0,7.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,15.0,25.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
4703,311,15,307.0,1,311.0,311.0,0.28,1,6.0,8.0,9.0,9.0,10.0,9.0,3.0,5.0,8.0,6.0,7.0,5.0,6.0,50.0,20.0,10.0,10.0,5.0,5.0,10.0,20.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
1463,101,6,81.0,1,101.0,101.0,0.04,0,4.0,7.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,40.0,8.0,10.0,12.0,10.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,0,1,0,0,0,0
8244,546,21,529.0,1,546.0,546.0,0.19,0,4.0,8.0,9.0,8.0,10.0,8.0,7.0,4.0,7.0,7.0,4.0,5.0,2.0,35.0,10.0,20.0,25.0,5.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,1,0,0,0,0,0
5859,385,2,398.0,0,385.0,385.0,0.47,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,5.0,8.0,10.0,8.0,5.0,25.0,20.0,20.0,20.0,10.0,5.0,45.0,10.0,10.0,30.0,0.0,5.0,1,0,0,0,0,0
3306,228,19,212.0,1,228.0,228.0,0.14,0,7.0,7.0,5.0,8.0,4.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,6.0,13.51,18.92,21.62,13.51,13.51,18.92,14.29,18.37,18.37,16.33,18.37,14.29,0,1,0,0,0,0
5893,386,17,413.0,0,386.0,386.0,0.26,1,7.0,4.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,15.0,10.0,30.0,10.0,15.0,20.0,10.0,10.0,30.0,30.0,5.0,15.0,1,0,0,0,0,0
2798,203,11,224.0,0,203.0,203.0,-0.07,1,6.0,3.0,9.0,8.0,9.0,10.0,7.0,4.0,7.0,9.0,3.0,8.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,0,0,0,0,1,0
4744,314,14,306.0,1,314.0,314.0,0.34,0,6.0,6.0,8.0,8.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,5.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,16.0,20.0,19.0,16.0,18.0,11.0,1,0,0,0,0,0
1051,78,8,101.0,0,78.0,78.0,-0.13,0,7.0,7.0,3.0,10.0,3.0,8.0,8.0,2.0,9.0,9.0,2.0,9.0,2.0,10.0,25.0,20.0,10.0,20.0,15.0,40.0,8.0,10.0,12.0,10.0,20.0,1,0,0,0,0,0
4635,307,2,309.0,0,307.0,307.0,0.34,0,7.0,3.0,5.0,8.0,7.0,8.0,8.0,4.0,7.0,6.0,7.0,5.0,5.0,10.0,20.0,20.0,15.0,20.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,1,0,0
3203,223,16,209.0,1,223.0,223.0,-0.02,0,4.0,7.0,7.0,8.0,7.0,9.0,6.0,8.0,9.0,6.0,4.0,6.0,4.0,17.39,17.39,19.57,19.57,10.87,15.22,13.04,21.74,17.39,17.39,15.22,15.22,1,0,0,0,0,0
1354,95,5,80.0,1,95.0,95.0,0.31,0,5.0,6.0,7.0,9.0,8.0,10.0,7.0,5.0,8.0,7.0,5.0,6.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,10.0,20.0,20.0,10.0,20.0,20.0,0,0,0,0,0,0
4545,300,10,317.0,0,300.0,300.0,0.79,1,6.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,15.0,20.0,25.0,15.0,15.0,10.0,50.0,0.0,20.0,20.0,0.0,10.0,1,0,0,0,0,0
4790,318,3,296.0,1,318.0,318.0,-0.13,0,6.0,6.0,6.0,10.0,6.0,10.0,10.0,4.0,5.0,7.0,5.0,5.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,15.0,20.0,35.0,15.0,5.0,10.0,1,0,0,0,0,0
2903,208,16,229.0,0,208.0,208.0,-0.11,0,4.0,5.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,11.54,13.46,19.23,19.23,19.23,17.31,21.43,16.67,21.43,16.67,11.9,11.9,1,0,0,0,0,0
5058,342,17,377.0,0,342.0,342.0,-0.01,0,6.0,2.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,4.0,5.0,6.0,40.0,15.0,25.0,5.0,15.0,0.0,25.0,20.0,10.0,20.0,15.0,10.0,0,0,0,0,0,0
6889,466,14,494.0,0,466.0,466.0,0.25,1,7.0,5.0,7.0,9.0,7.0,8.0,8.0,4.0,8.0,7.0,7.0,6.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,25.0,25.0,25.0,0.0,0.0,0,0,0,0,1,0
1127,82,12,105.0,0,82.0,82.0,-0.08,0,3.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,9.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,15.0,20.0,20.0,0.0,5.0,0,0,0,0,0,0
4868,324,7,338.0,0,324.0,324.0,0.2,0,4.0,5.0,9.0,9.0,9.0,9.0,8.0,1.0,7.0,9.0,2.0,5.0,2.0,40.0,10.0,15.0,20.0,10.0,5.0,10.0,20.0,25.0,20.0,20.0,5.0,0,0,0,0,0,0
848,60,1,66.0,0,60.0,60.0,0.16,0,6.0,4.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,5.0,7.0,6.0,5.0,20.0,25.0,15.0,15.0,20.0,20.0,25.0,15.0,15.0,53.0,20.0,0,0,1,0,0,0
7278,492,14,478.0,1,492.0,492.0,0.35,0,4.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,0.0,20.0,20.0,10.0,20.0,10.0,20.0,1,0,0,0,0,0
3943,269,17,289.0,0,269.0,269.0,0.24,0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,4.0,20.0,10.0,30.0,15.0,15.0,10.0,20.0,30.0,10.0,20.0,0.0,20.0,1,0,0,0,0,0
105,11,6,6.0,1,11.0,11.0,0.33,0,5.0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,9.0,8.0,9.0,8.0,4.0,35.0,20.0,20.0,20.0,0.0,5.0,10.0,25.0,20.0,25.0,5.0,15.0,0,0,0,0,0,0
3859,265,17,289.0,0,265.0,265.0,0.11,0,5.0,3.0,7.0,9.0,7.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,1.0,15.0,5.0,45.0,10.0,15.0,10.0,20.0,30.0,10.0,20.0,0.0,20.0,0,0,1,0,0,0
6634,437,13,452.0,0,437.0,437.0,0.47,0,4.0,5.0,7.0,9.0,9.0,9.0,8.0,7.0,8.0,9.0,8.0,9.0,7.0,15.0,15.0,18.0,18.0,14.0,20.0,35.0,30.0,25.0,5.0,0.0,5.0,0,0,0,0,0,0
1725,119,10,131.0,0,119.0,119.0,0.48,0,3.0,4.0,8.0,10.0,10.0,10.0,10.0,2.0,7.0,6.0,2.0,7.0,1.0,50.0,15.0,10.0,10.0,10.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,0,0,0,0,0,0
3220,224,13,206.0,1,224.0,224.0,0.59,0,7.0,5.0,8.0,10.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,17.24,17.24,17.24,17.24,13.79,17.24,14.58,16.67,20.83,18.75,16.67,12.5,0,0,0,0,1,0
2880,207,13,226.0,0,207.0,207.0,0.46,1,3.0,6.0,8.0,8.0,10.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,25.64,17.95,15.38,20.51,10.26,10.26,0,0,0,0,0,0
3749,260,12,284.0,0,260.0,260.0,0.58,0,7.0,6.0,6.0,9.0,7.0,9.0,6.0,7.0,8.0,8.0,8.0,7.0,4.0,19.0,20.0,19.0,14.0,13.0,15.0,25.0,20.0,25.0,20.0,10.0,0.0,1,0,0,0,0,0
6593,434,14,453.0,0,434.0,434.0,-0.22,0,4.0,3.0,7.0,7.0,8.0,6.0,4.0,4.0,8.0,7.0,5.0,5.0,6.0,30.0,15.0,15.0,30.0,0.0,10.0,30.0,30.0,30.0,5.0,0.0,5.0,0,0,0,0,0,0
4062,275,10,261.0,1,275.0,275.0,0.54,0,4.0,6.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,5.0,6.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,15.0,20.0,20.0,20.0,15.0,10.0,1,0,0,0,0,0
4014,273,4,255.0,1,273.0,273.0,0.19,0,5.0,5.0,7.0,10.0,5.0,7.0,7.0,6.0,5.0,5.0,8.0,4.0,8.0,30.0,25.0,18.0,18.0,4.0,5.0,16.67,16.67,16.67,16.67,16.67,16.67,1,0,0,0,0,0
6699,443,6,435.0,1,443.0,443.0,0.56,0,6.0,7.0,7.0,10.0,9.0,7.0,7.0,4.0,5.0,5.0,7.0,7.0,4.0,30.0,25.0,10.0,20.0,0.0,15.0,25.0,5.0,20.0,25.0,15.0,10.0,1,0,0,0,0,0
3538,248,5,238.0,1,248.0,248.0,0.14,0,4.0,6.0,5.0,6.0,8.0,8.0,8.0,6.0,8.0,7.0,7.0,6.0,3.0,25.0,15.0,20.0,20.0,15.0,5.0,15.0,20.0,20.0,15.0,15.0,15.0,0,0,0,0,0,0
6289,408,6,384.0,1,408.0,408.0,0.34,0,7.0,6.0,8.0,7.0,10.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,7.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,1,0,0,0,0,0
1577,107,12,87.0,1,107.0,107.0,0.72,1,4.0,6.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,8.5,19.0,24.0,21.0,23.0,5.0,8.0,15.0,15.0,20.0,15.0,15.0,20.0,0,0,0,0,0,0
7338,497,7,507.0,0,497.0,497.0,-0.06,0,7.0,6.0,8.0,10.0,10.0,9.0,8.0,6.0,7.0,7.0,5.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,0.0,0,0,0,0,0,0
8197,544,18,526.0,1,544.0,544.0,0.27,0,7.0,5.0,7.0,10.0,10.0,9.0,8.0,6.0,7.0,6.0,4.0,6.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,10.0,10.0,30.0,20.0,10.0,15.0,0,0,0,0,0,0
1921,143,10,167.0,0,143.0,143.0,0.13,1,7.0,6.0,7.0,10.0,7.0,8.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,8.33,20.83,20.83,14.58,16.67,18.75,18.6,13.95,18.6,16.28,16.28,16.28,1,0,0,0,0,0
3821,263,21,293.0,0,263.0,263.0,0.22,0,6.0,1.0,8.0,8.0,8.0,8.0,5.0,9.0,9.0,9.0,4.0,10.0,3.0,20.0,20.0,20.0,10.0,20.0,10.0,23.0,18.0,21.0,18.0,10.0,10.0,0,0,0,0,0,0
3561,251,1,234.0,1,251.0,251.0,-0.12,1,4.0,5.0,8.0,10.0,9.0,10.0,9.0,8.0,8.0,8.0,6.0,9.0,6.0,19.0,19.0,19.0,19.0,19.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,0,0,0,0,1,0
3038,215,11,204.0,1,215.0,215.0,0.48,0,4.0,7.0,7.0,8.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,6.0,6.0,14.89,19.15,21.28,19.15,14.89,10.64,19.61,15.69,17.65,15.69,17.65,13.73,0,0,0,0,0,0
2982,212,15,228.0,0,212.0,212.0,0.14,0,5.0,5.0,7.0,9.0,7.0,8.0,9.0,6.0,10.0,10.0,6.0,10.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,13.51,18.92,21.62,13.51,13.51,18.92,0,0,0,0,0,0
2234,163,3,144.0,1,163.0,163.0,0.14,1,3.0,2.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,6.0,6.0,5.0,12.0,20.0,20.0,20.0,16.0,12.0,16.0,16.0,16.0,18.0,18.0,16.0,0,0,1,0,0,0
5460,364,17,357.0,1,364.0,364.0,-0.02,0,4.0,6.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,25.0,25.0,25.0,15.0,10.0,0.0,15.0,20.0,20.0,20.0,20.0,5.0,0,1,0,0,0,0
4322,287,18,269.0,1,287.0,287.0,0.25,0,7.0,8.0,7.0,10.0,5.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,35.0,40.0,5.0,5.0,7.0,8.0,20.0,10.0,30.0,15.0,15.0,10.0,0,0,0,0,0,0
5858,385,1,397.0,0,385.0,385.0,0.22,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,6.0,25.0,20.0,20.0,20.0,10.0,5.0,20.0,21.0,21.0,22.0,6.0,10.0,1,0,0,0,0,0
2562,189,5,178.0,1,189.0,189.0,-0.02,0,6.0,5.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,8.0,5.0,5.0,6.0,16.98,16.98,16.98,16.98,16.98,15.09,15.22,17.39,17.39,17.39,15.22,17.39,0,0,0,0,0,0
5450,364,7,347.0,1,364.0,364.0,0.09,0,4.0,6.0,8.0,8.0,8.0,9.0,9.0,3.0,8.0,6.0,5.0,8.0,5.0,25.0,25.0,25.0,15.0,10.0,0.0,30.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0
7224,489,4,469.0,1,489.0,489.0,-0.17,0,2.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,20.0,10.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,10.0,20.0,0,1,0,0,0,0
6157,400,18,396.0,1,400.0,400.0,0.15,0,4.0,3.0,7.0,10.0,6.0,8.0,7.0,4.0,8.0,7.0,7.0,6.0,6.0,70.0,5.0,20.0,3.0,1.0,1.0,15.0,18.0,18.0,18.0,15.0,16.0,0,0,0,1,0,0
7838,528,11,541.0,0,528.0,528.0,0.08,0,6.0,4.0,9.0,6.0,8.0,8.0,8.0,1.0,3.0,3.0,2.0,2.0,1.0,40.0,10.0,30.0,10.0,10.0,16.666666666666668,40.0,30.0,0.0,20.0,0.0,10.0,1,0,0,0,0,0
5135,347,4,364.0,0,347.0,347.0,0.09,0,6.0,5.0,8.0,6.0,10.0,10.0,10.0,7.0,10.0,9.0,7.0,7.0,5.0,30.0,5.0,10.0,20.0,30.0,5.0,25.0,25.0,25.0,15.0,10.0,0.0,0,0,0,1,0,0
6946,470,11,491.0,0,470.0,470.0,0.23,0,4.0,4.0,4.0,9.0,5.0,8.0,6.0,7.0,6.0,8.0,5.0,5.0,4.0,10.0,20.0,25.0,25.0,10.0,10.0,30.0,10.0,25.0,20.0,8.0,7.0,0,0,0,0,0,0
7035,476,10,490.0,0,476.0,476.0,0.11,1,5.0,5.0,7.0,9.0,5.0,7.0,6.0,6.0,5.0,8.0,6.0,7.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,30.0,15.0,20.0,10.0,10.0,15.0,0,0,0,1,0,0
2573,190,6,179.0,1,190.0,190.0,0.22,0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,10.0,8.0,10.0,9.0,9.0,5.0,15.56,20.0,20.0,20.0,13.33,11.11,19.15,21.28,17.02,17.02,12.77,12.77,1,0,0,0,0,0
579,43,20,39.0,1,43.0,43.0,-0.23,0,6.0,3.0,3.0,8.0,3.0,7.0,2.0,3.0,7.0,7.0,7.0,5.0,3.0,25.0,35.0,30.0,10.0,0.0,0.0,20.0,20.0,20.0,15.0,15.0,10.0,0,0,0,0,1,0
2381,172,6,147.0,1,172.0,172.0,0.01,0,3.0,5.0,5.0,6.0,9.0,8.0,9.0,8.0,4.0,7.0,7.0,8.0,6.0,17.78,17.78,22.22,20.0,15.56,6.67,18.0,18.0,20.0,18.0,16.0,10.0,0,0,0,0,0,0
3611,253,21,293.0,0,253.0,253.0,0.38,0,6.0,7.0,8.0,10.0,9.0,8.0,7.0,5.0,7.0,6.0,6.0,6.0,5.0,25.0,30.0,10.0,10.0,5.0,20.0,23.0,18.0,21.0,18.0,10.0,10.0,1,0,0,0,0,0
3915,268,10,282.0,0,268.0,268.0,0.57,0,6.0,5.0,9.0,9.0,8.0,9.0,9.0,7.0,5.0,6.0,7.0,7.0,5.0,30.0,20.0,20.0,10.0,15.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,0,0,0,1,0,0
5256,353,17,377.0,0,353.0,353.0,-0.46,1,2.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,7.0,4.0,6.0,6.0,15.0,10.0,25.0,25.0,10.0,15.0,25.0,20.0,10.0,20.0,15.0,10.0,0,0,0,0,0,0
3515,245,9,242.0,1,245.0,245.0,0.73,0,5.0,2.0,5.0,7.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,6.0,18.0,10.0,30.0,10.0,10.0,22.0,20.0,20.0,25.0,20.0,5.0,10.0,0,0,1,0,0,0
8157,542,22,530.0,1,542.0,542.0,0.01,1,5.0,8.0,8.0,9.0,8.0,8.0,9.0,1.0,7.0,8.0,2.0,3.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,20.0,20.0,10.0,15.0,5.0,30.0,1,0,0,0,0,0
7754,524,15,545.0,0,524.0,524.0,-0.12,0,7.0,6.0,5.0,9.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
4325,287,21,272.0,1,287.0,287.0,0.42,0,7.0,8.0,7.0,10.0,5.0,7.0,10.0,10.0,7.0,9.0,8.0,7.0,6.0,35.0,40.0,5.0,5.0,7.0,8.0,25.0,20.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
5779,380,17,413.0,0,380.0,380.0,0.62,0,7.0,6.0,4.0,7.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,10.0,10.0,30.0,30.0,5.0,15.0,1,0,0,0,0,0
3802,263,2,274.0,0,263.0,263.0,0.72,0,6.0,1.0,8.0,8.0,8.0,8.0,5.0,8.0,9.0,8.0,7.0,8.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
6802,453,9,438.0,1,453.0,453.0,0.31,0,6.0,6.0,5.0,6.0,7.0,8.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,30.0,30.0,30.0,5.0,0.0,5.0,14.0,15.0,16.0,17.0,18.0,20.0,1,0,0,0,0,0
4300,286,17,268.0,1,286.0,286.0,0.08,0,6.0,7.0,3.0,6.0,6.0,7.0,7.0,10.0,7.0,8.0,7.0,7.0,6.0,10.0,15.0,25.0,15.0,15.0,20.0,30.0,20.0,20.0,10.0,15.0,5.0,0,0,0,0,0,0
5611,372,8,348.0,1,372.0,372.0,0.06,0,5.0,5.0,7.0,8.0,8.0,9.0,8.0,5.0,9.0,7.0,6.0,5.0,6.0,30.0,15.0,15.0,20.0,5.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,1,0,0,0,0,0
3115,219,8,201.0,1,219.0,219.0,-0.12,1,3.0,7.0,7.0,7.0,6.0,9.0,6.0,5.0,8.0,6.0,5.0,5.0,6.0,16.28,16.28,18.6,16.28,16.28,16.28,15.38,17.31,17.31,17.31,17.31,15.38,0,0,0,0,0,0
3995,272,6,278.0,0,272.0,272.0,0.26,1,4.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,4.0,10.0,6.0,10.0,6.0,25.0,20.0,25.0,25.0,5.0,0.0,25.0,15.0,20.0,25.0,10.0,5.0,1,0,0,0,0,0
3852,265,10,282.0,0,265.0,265.0,0.21,0,5.0,3.0,7.0,9.0,7.0,10.0,10.0,9.0,8.0,8.0,8.0,6.0,2.0,15.0,5.0,45.0,10.0,15.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,0,0,1,0,0,0
7665,520,14,544.0,0,520.0,520.0,-0.24,0,7.0,5.0,8.0,9.0,7.0,8.0,5.0,5.0,8.0,7.0,5.0,5.0,7.0,25.0,15.0,25.0,15.0,10.0,10.0,15.0,25.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
3013,214,6,199.0,1,214.0,214.0,0.46,1,6.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,17.02,21.28,17.02,21.28,14.89,8.51,17.5,17.5,20.0,12.5,20.0,12.5,0,0,0,0,0,0
3856,265,14,286.0,0,265.0,265.0,-0.08,1,5.0,3.0,7.0,9.0,7.0,10.0,10.0,6.0,8.0,8.0,4.0,8.0,6.0,15.0,5.0,45.0,10.0,15.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,0,0,1,0,0,0
1812,128,10,119.0,1,128.0,128.0,0.1,0,3.0,5.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,9.0,7.0,8.0,8.0,40.0,15.0,10.0,20.0,10.0,5.0,50.0,15.0,10.0,10.0,10.0,5.0,0,0,0,0,0,0
2830,205,3,216.0,0,205.0,205.0,0.39,1,7.0,5.0,7.0,8.0,9.0,10.0,5.0,2.0,8.0,4.0,4.0,7.0,2.0,15.38,17.31,19.23,19.23,11.54,17.31,7.5,17.5,20.0,22.5,12.5,20.0,0,0,0,0,0,0
